,projected_X_1,projected_X_2,projected_X_3,projected_X_4,projected_X_5,projected_X_6,projected_X_7,projected_X_8,projected_X_9,projected_X_10,projected_X_11,projected_X_12,projected_X_13,projected_X_14,projected_X_15,projected_X_16,projected_X_17,projected_X_18,projected_X_19,projected_X_20
0,-1.1745214641759976,0.10357149773776728,0.0498610725213513,-0.7368928461559674,-1.0729701725067748,0.9556589901963071,-0.8743352911547565,-0.29810854369664624,-0.38352588474782345,-0.11777870744593273,-0.18734818579849966,0.5308728079559073,-0.3163397593314897,-0.5531227980003419,0.3962023543891001,-0.08419638406626094,0.07821493473684006,-0.009299779966162358,-0.0006106088489756016,0.5308728079559073
1,3.4465984794042432,3.079548179205084,0.22645762370016467,2.3209552080459215,0.02767449588180773,0.8308799378604538,1.0899582366618277,0.964660782599391,1.3194933610471002,-0.0013179981426153086,0.15827567029266695,0.49189306490369666,-0.0028212525393676944,-0.06433654057190966,0.005969995376336119,0.018244175724651965,-0.07415008985951667,0.031183434309170335,0.0003183850543000589,0.49189306490369666
2,-1.408547301910899,-2.01191811628548,2.6516350479695197,0.08302639511527206,1.8597975184004774,-0.20006194541339423,0.4221746450189161,-0.7058465962189713,0.6842107967494572,-0.08964414011153402,-0.05131428829702404,-0.2012932108359291,-0.23484545140548116,-0.08544389076631516,0.36583017510860794,0.04831917733986739,-0.024563501150776584,-0.018000473769363094,9.071772141766086e-05,-0.2012932108359291
3,-3.185215726221194,-0.39741295202100124,-0.2685792980643821,2.5099221825502713,-0.973145739398047,0.19422016669276077,2.0034164793376124,-2.611157572883524,0.7501285145292194,0.47270283831783205,1.5660679342200248,0.11044395351685078,0.36280378517962103,-0.14058320703288704,-0.1988407987610334,0.01652057762599155,0.05296803655725813,0.03740861249673481,-0.0007835789179031623,0.11044395351685078
4,-1.762047928265333,1.6177090591522785,0.2819339222035083,-0.1711086934476764,-0.6882508536958793,0.5603314713409097,-0.4924089239708163,0.21488274882962374,-0.12028732835000257,0.7826101099023005,0.008910540964181392,-0.34156079894776115,0.08622506110905018,-0.1027110931724187,0.1316480540474485,-0.04019992107498648,-0.05095720590527805,-0.07853030116077096,0.0008075703657043778,-0.34156079894776115
5,2.5375403156742835,2.5660101835321885,-0.2257626922283771,1.1020683173175312,0.2699452352200892,-0.5754998413388386,1.8237104706873815,0.8470858581041896,1.0219260400766157,0.12021801363780532,-0.37937083145157513,-0.3136179715630178,-0.5453064236241822,-0.5513230142226675,-0.08574533063815637,0.17295285099973273,-0.0025268369749926237,0.005535201104599731,-0.00024977798325046284,-0.3136179715630178
6,4.189420327896886,-2.6653737528124166,-2.0382597956881487,1.1869343323379382,-0.7836285697651255,-1.8305428176910314,0.13435054159908155,-1.4343673967432407,-2.0816957126759115,0.7128323443516306,-0.5165418302723411,0.3274114866123151,0.01603067246929845,0.14009353774283445,0.04451040064266718,0.15099171768220243,0.01532648697158501,-0.023698352111102643,0.0020049293976353412,0.3274114866123151
7,2.004566667122524,0.7228921491189639,-0.5263803451231598,1.3555701942869063,0.18461173909184814,-1.431353289681732,-0.0344988024892087,-0.09777468469664238,-0.10748915794906329,0.39941617591518047,0.27030885265195487,-0.20186056644663716,-0.5993521885556554,0.3692406992088216,-0.18703052958672717,-0.0427636200035195,-0.02890573156809638,-0.02232911725304018,0.0005606691464492329,-0.20186056644663716
8,4.505093636443365,-0.8404958792245327,1.0576550576564308,-1.2874155616161056,-0.47665017297512907,3.4746487287855317,0.8296001276090392,0.5179268333788086,0.44693097467400683,0.9459102514185769,0.06422231657944298,0.04932011241914249,0.5450442595191483,0.30182508468124136,0.3016660399075217,-0.1295684594660796,-0.0345994666444912,0.005723164206720958,0.0003423696179248224,0.04932011241914249
9,-0.7928883068207508,-0.27789565373014496,1.6350372739701817,0.4315733585117452,0.9420397151811973,0.9030416012226691,1.775907563939548,1.3731135733996132,-1.813201874541104,-0.36872190125317444,-0.6609126515479672,-0.1717921552370514,0.2425597176584425,-0.07337810694172775,-0.3837909555412922,0.09312421090197152,-0.08832372672638401,0.03682163259250736,-0.0005422291287657548,-0.1717921552370514
